,SERIAL_NUMBER,PROCESS_DT,DLVR_RQESTER_ID,DLVR_REQUST_STTUS_VALUE,DLVR_RCEPT_CMPNY_ID,DLVR_STORE_ID,DLVR_STORE_INDUTY_NM,DLVR_STORE_LEGALDONG_CODE,DLVR_STORE_SIDO,DLVR_STORE_SIGUNGU,DLVR_STORE_DONG,DLVR_STORE_RI,DLVR_STORE_ADSTRD_CODE,DLVR_STORE_RDNMADR_CODE,DLVR_DSTN_LEGALDONG_CODE,DLVR_DSTN_SIDO,DLVR_DSTN_SIGUNGU,DLVR_DSTN_DONG,DLVR_DSTN_RI,DLVR_DSTN_ADSTRD_CODE,DLVR_DSTN_RDNMADR_CODE,DLVR_MAN_ID,DLVR_AMOUNT,CALL_RLAY_FEE_AMOUNT,GOODS_AMOUNT,SETLE_KND_VALUE,SETLE_CARD_CN,DLVR_RCEPT_TIME,DLVR_CARALC_TIME,DLVR_COMPT_TIME,DLVR_CANCL_TIME
903727,5646650,2020-02-03,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165060000.0,116504163396.0,D0006835,3000,300,13400,1,승인:신한카드,2020-02-03 15:15:34,2020-02-03 15:15:58,2020-02-03 15:21:31,
903952,5646914,2020-02-03,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165060000.0,116504163250.0,D0006835,3000,300,17900,2,,2020-02-03 15:07:09,2020-02-03 15:07:20,2020-02-03 15:21:32,
904286,5647303,2020-02-03,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165060000.0,116504163251.0,D0006835,3000,300,15300,2,,2020-02-03 14:37:22,2020-02-03 14:37:44,2020-02-03 14:51:46,
904580,5647647,2020-02-03,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165059000.0,116503121004.0,D0006835,3500,300,11100,2,,2020-02-03 14:05:46,2020-02-03 14:06:32,2020-02-03 14:22:19,
904957,5648103,2020-02-03,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165062000.0,116502000003.0,D0006835,3000,300,16000,1,승인:현대카드사,2020-02-03 16:40:26,2020-02-03 16:40:53,2020-02-03 16:50:05,
906178,5649543,2020-02-03,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1159010700.0,서울특별시,동작구,사당동,,1159062000.0,115904157108.0,D0006835,4000,300,13200,2,,2020-02-03 16:39:28,2020-02-03 16:39:48,2020-02-03 16:50:07,
906329,5649719,2020-02-03,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165060000.0,116504163252.0,D0006835,3000,300,15900,2,,2020-02-03 16:51:34,2020-02-03 16:52:35,2020-02-03 17:10:38,
906553,5649993,2020-02-03,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165062100.0,116503121011.0,D0006835,3500,300,11800,2,,2020-02-03 15:54:33,2020-02-03 15:54:52,2020-02-03 16:10:55,
908016,5651712,2020-02-03,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165062100.0,116504163385.0,D0006835,3000,300,13300,2,,2020-02-03 17:38:57,2020-02-03 17:39:14,2020-02-03 17:51:18,
909124,5653024,2020-02-03,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165062100.0,116502121002.0,D0006835,3500,300,12900,2,,2020-02-03 18:27:18,2020-02-03 18:27:41,2020-02-03 18:37:58,
909445,5653410,2020-02-03,C000332,2,,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165062100.0,116503121010.0,D0000009,3000,0,39200,2,,2020-02-03 18:46:21,,,2020-02-03 18:47:00
909485,5653462,2020-02-03,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010700.0,서울특별시,서초구,반포동,,1165058100.0,116504163329.0,D0006835,4000,300,15400,2,,2020-02-03 18:19:28,2020-02-03 18:19:50,2020-02-03 18:38:00,
910945,5655194,2020-02-03,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010800.0,서울특별시,서초구,서초동,,1165053000.0,116504163071.0,D0006835,3500,300,15500,1,승인:KB국민카드,2020-02-03 18:41:08,2020-02-03 18:41:30,2020-02-03 19:04:42,
911422,5655759,2020-02-03,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1162010300.0,서울특별시,관악구,남현동,,1162063000.0,116204160482.0,D0006835,4000,300,11100,2,,2020-02-03 19:00:35,2020-02-03 19:01:13,2020-02-03 19:28:14,
912252,5656755,2020-02-03,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010700.0,서울특별시,서초구,반포동,,1165058100.0,116504163133.0,D0006835,3500,300,16100,2,,2020-02-03 19:03:39,2020-02-03 19:13:52,2020-02-03 19:28:12,
912718,5657320,2020-02-03,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165062100.0,116503121010.0,D0006835,3000,300,39200,2,,2020-02-03 18:53:00,2020-02-03 18:54:03,2020-02-03 19:04:40,
913514,5658253,2020-02-03,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010700.0,서울특별시,서초구,반포동,,1165058100.0,116504163340.0,D0006552,4000,300,22600,2,,2020-02-03 19:40:51,2020-02-03 19:43:54,2020-02-03 19:57:25,
917735,5663253,2020-02-03,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165062100.0,116504163391.0,D0006835,3000,300,13600,2,,2020-02-03 20:52:30,2020-02-03 20:52:55,2020-02-03 21:15:24,
919512,5665368,2020-02-03,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165062000.0,116502000003.0,D0006835,3500,300,22300,2,,2020-02-03 21:36:16,2020-02-03 21:36:46,2020-02-03 21:57:08,
921345,5667527,2020-02-03,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165059000.0,116503121004.0,D0006835,3500,300,12900,1,승인:신한카드,2020-02-03 22:58:06,2020-02-03 22:58:37,2020-02-03 23:16:44,
921376,5667561,2020-02-03,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165060000.0,116504163390.0,D0006835,3000,300,11900,2,,2020-02-03 23:16:19,2020-02-03 23:22:13,2020-02-03 23:32:29,
922706,5669112,2020-02-04,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165062100.0,116503121004.0,D0008385,4000,200,14000,2,,2020-02-04 01:49:30,2020-02-04 01:51:07,2020-02-04 02:02:06,
922880,5669304,2020-02-04,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165059000.0,116504163339.0,D0008385,4500,200,12600,2,,2020-02-04 03:01:20,2020-02-04 03:01:55,2020-02-04 03:14:09,
923062,5669513,2020-02-04,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165060000.0,116504163390.0,D0008385,3500,200,11000,2,,2020-02-04 02:17:40,2020-02-04 02:18:09,2020-02-04 02:29:55,
923083,5669538,2020-02-04,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165062000.0,116504163274.0,D0008385,3500,200,11800,2,,2020-02-04 00:09:13,2020-02-04 00:13:39,2020-02-04 00:21:18,
923162,5669627,2020-02-04,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165060000.0,116504163399.0,D0008385,3500,200,12900,2,,2020-02-04 03:03:31,2020-02-04 03:03:48,2020-02-04 03:14:07,
923200,5669672,2020-02-04,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165062000.0,116504163281.0,D0008385,3500,200,11100,2,,2020-02-04 01:26:20,2020-02-04 01:27:16,2020-02-04 01:38:27,
923265,5669744,2020-02-04,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165062100.0,116502121002.0,D0008385,3500,200,20900,2,,2020-02-04 01:10:35,2020-02-04 01:10:51,2020-02-04 01:18:44,
923343,5669836,2020-02-04,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165060000.0,116504163396.0,D0008385,3500,200,14600,2,,2020-02-04 04:54:16,2020-02-04 04:54:53,2020-02-04 05:09:33,
923348,5669843,2020-02-04,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165060000.0,116504163626.0,D0008385,3500,200,12000,2,,2020-02-04 04:54:47,2020-02-04 04:55:08,2020-02-04 05:09:32,
923388,5669894,2020-02-04,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165061000.0,116504163571.0,D0008385,4000,200,17300,2,,2020-02-04 04:55:50,2020-02-04 04:56:42,2020-02-04 05:09:30,
923435,5669953,2020-02-04,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165062000.0,116503121010.0,D0008385,3500,200,11000,2,,2020-02-04 04:49:08,2020-02-04 04:50:02,2020-02-04 05:09:35,
923698,5670269,2020-02-04,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165060000.0,116504163387.0,D0008385,3000,200,14600,2,,2020-02-04 06:56:20,2020-02-04 06:56:40,2020-02-04 07:14:23,
923930,5670546,2020-02-04,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165060000.0,116504163625.0,D0008385,3000,200,12100,2,,2020-02-04 09:37:44,2020-02-04 09:37:57,2020-02-04 09:43:06,
924202,5670868,2020-02-04,C000332,2,,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010800.0,서울특별시,서초구,서초동,,1165053000.0,116503121008.0,D0000009,3000,0,13800,2,,2020-02-04 11:28:44,,,2020-02-04 11:29:10
924304,5670990,2020-02-04,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165060000.0,116504163251.0,D0008385,3000,200,28000,2,,2020-02-04 10:46:08,2020-02-04 10:52:37,2020-02-04 11:06:50,
924355,5671049,2020-02-04,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010700.0,서울특별시,서초구,반포동,,1165058100.0,116504163330.0,D0008385,4000,200,12100,1,승인:신한카드,2020-02-04 11:19:41,2020-02-04 11:20:10,2020-02-04 11:28:45,
924508,5671233,2020-02-04,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010800.0,서울특별시,서초구,서초동,,1165053000.0,116503121008.0,D0008385,3000,200,13800,2,,2020-02-04 11:55:00,2020-02-04 11:55:56,2020-02-04 12:18:30,
924655,5671407,2020-02-04,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165062100.0,116504163115.0,D0008385,3500,200,18000,2,,2020-02-04 05:19:21,2020-02-04 05:19:37,2020-02-04 05:29:48,
924890,5671684,2020-02-04,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010800.0,서울특별시,서초구,서초동,,1165053000.0,116504163068.0,D0008385,3000,200,11100,2,,2020-02-04 10:54:50,2020-02-04 10:55:28,2020-02-04 11:14:28,
925058,5671885,2020-02-04,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1159010700.0,서울특별시,동작구,사당동,,1159062000.0,115904157048.0,D0008385,4000,200,11500,2,,2020-02-04 07:55:09,2020-02-04 07:58:04,2020-02-04 08:14:28,
925108,5671944,2020-02-04,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165062100.0,116504163397.0,D0008385,3000,200,11800,2,,2020-02-04 09:21:20,2020-02-04 09:22:26,2020-02-04 09:30:24,
925368,5672244,2020-02-04,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165062000.0,116504163616.0,D0008385,3000,200,13800,2,,2020-02-04 07:03:31,2020-02-04 07:03:43,2020-02-04 07:14:17,
925541,5672451,2020-02-04,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165062000.0,116504163195.0,D0006835,3000,300,11000,2,,2020-02-04 12:50:47,2020-02-04 13:15:20,2020-02-04 13:20:33,
926794,5673918,2020-02-04,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165062000.0,116503121021.0,D0006835,3000,300,28000,1,승인:하나카드,2020-02-04 12:54:15,2020-02-04 13:15:16,2020-02-04 13:20:36,
926942,5674087,2020-02-04,C000332,1,C000332,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010700.0,서울특별시,서초구,반포동,,1165058100.0,116502121001.0,D0008385,4000,200,15600,2,,2020-02-04 12:03:17,2020-02-04 12:03:33,2020-02-04 12:18:26,
927255,5674460,2020-02-04,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165060000.0,116504163396.0,D0006835,3000,300,19700,2,,2020-02-04 12:52:02,2020-02-04 13:15:18,2020-02-04 13:20:34,
927724,5675017,2020-02-04,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165060000.0,116504163394.0,D0006835,3000,300,12700,2,,2020-02-04 13:19:55,2020-02-04 13:43:27,2020-02-04 13:50:44,
928531,5675985,2020-02-04,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165060000.0,116504163402.0,D0006835,3000,300,11300,2,,2020-02-04 13:41:03,2020-02-04 13:41:20,2020-02-04 13:50:46,
929811,5677532,2020-02-04,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165062000.0,116502000003.0,D0006835,3500,300,11000,2,,2020-02-04 16:03:39,2020-02-04 16:04:01,2020-02-04 16:19:58,
930619,5678528,2020-02-04,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010800.0,서울특별시,서초구,서초동,,1165053000.0,116504163245.0,D0006835,3500,300,12200,2,,2020-02-04 14:34:38,2020-02-04 14:34:59,2020-02-04 15:04:21,
930692,5678614,2020-02-04,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165060000.0,116504163259.0,D0006835,3000,300,11100,2,,2020-02-04 15:34:18,2020-02-04 15:34:34,2020-02-04 15:43:21,
931007,5678975,2020-02-04,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165060000.0,116503121010.0,D0006835,3000,300,12500,2,,2020-02-04 15:24:01,2020-02-04 15:24:23,2020-02-04 15:35:15,
931619,5679704,2020-02-04,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165062000.0,116504163621.0,D0006835,3000,300,14600,3,,2020-02-04 17:16:50,2020-02-04 17:17:25,2020-02-04 17:31:50,
931700,5679811,2020-02-04,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010700.0,서울특별시,서초구,반포동,,1165058100.0,116504163323.0,D0006835,4000,300,17300,2,,2020-02-04 17:27:09,2020-02-04 17:28:05,2020-02-04 17:48:33,
932176,5680393,2020-02-04,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165062100.0,116504163136.0,D0006835,3500,300,17000,2,,2020-02-04 16:24:15,2020-02-04 16:24:36,2020-02-04 16:44:59,
932827,5681166,2020-02-04,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010800.0,서울특별시,서초구,서초동,,1165053000.0,116503121021.0,D0006835,3000,300,11000,2,,2020-02-04 16:44:55,2020-02-04 16:45:24,2020-02-04 17:04:05,
933209,5681615,2020-02-04,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010700.0,서울특별시,서초구,반포동,,1165058100.0,116503121004.0,D0006835,3500,300,15400,2,,2020-02-04 17:16:58,2020-02-04 17:17:12,2020-02-04 17:48:32,
933472,5681927,2020-02-04,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165060000.0,116504163252.0,D0006835,3000,300,21800,2,,2020-02-04 17:37:46,2020-02-04 17:38:14,2020-02-04 17:48:40,
933512,5681976,2020-02-04,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010100.0,서울특별시,서초구,방배동,,1165062100.0,116504163395.0,D0006552,3000,300,20900,2,,2020-02-04 18:16:47,2020-02-04 18:33:30,2020-02-04 18:57:48,
933568,5682042,2020-02-04,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010800.0,서울특별시,서초구,서초동,,1165053000.0,116504163068.0,D0006835,3000,300,11000,2,,2020-02-04 18:11:43,2020-02-04 18:14:08,2020-02-04 18:50:02,
935841,5684743,2020-02-04,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010800.0,서울특별시,서초구,서초동,,1165053000.0,116504163191.0,D0006835,4500,300,12400,2,,2020-02-04 18:24:27,2020-02-04 18:25:03,2020-02-04 18:50:00,
936116,5685068,2020-02-04,C000332,1,C000295,S0019822,패스트푸드,1165010100,서울특별시,서초구,방배동,,1165060000,116503121010.0,1165010800.0,서울특별시,서초구,서초동,,1165053000.0,116503121021.0,D0006835,4000,300,15400,1,승인:현대카드사,2020-02-04 18:29:56,2020-02-04 18:33:27,2020-02-04 18:49:58,
