,기간,업종대분류,업종소분류,연령,성별,시도,시군구,소비지수
2701,201901,일용품,생활용품,40,all,서울,강동구,100.18768412179692
2705,201901,일용품,생활용품,40,all,서울,서초구,98.72058476516656
2708,201901,일용품,애완동물용품,40,F,서울,강남구,88.85234713429121
2718,201901,일용품,애완동물용품,40,M,서울,강남구,121.91627741303522
2734,201901,화장품,바디/헤어용품,40,F,서울,강남구,113.68756810203944
2735,201901,화장품,바디/헤어용품,40,F,서울,강동구,139.59910907194106
2741,201901,화장품,바디/헤어용품,40,F,서울,서초구,125.10850170360443
2747,201901,화장품,바디/헤어용품,40,M,서울,강동구,105.39860114217264
2757,201901,화장품,바디/헤어용품,40,all,서울,서초구,201.1207626164984
2760,201901,화장품,뷰티소품,40,F,서울,강동구,102.56867783907964
2775,201901,화장품,뷰티소품,40,M,서울,서초구,75.73187872620983
2776,201901,화장품,뷰티소품,40,M,서울,송파구,75.42786989606583
2784,201901,화장품,뷰티소품,40,all,서울,서초구,86.40464090000563
2786,201901,화장품,뷰티소품,40,all,서울,송파구,71.28308848241875
2792,201901,화장품,화장품,40,M,서울,강남구,1577.7530424170307
2793,201901,화장품,화장품,40,M,서울,강동구,84.89826333086802
2798,201901,화장품,화장품,40,all,서울,강남구,491.3204976079885
2806,201901,건강/의료용품,건강관리용품,40,F,서울,서초구,102.74854782108156
2808,201901,건강/의료용품,건강관리용품,40,F,서울,송파구,78.92687190583334
2810,201901,건강/의료용품,건강관리용품,40,M,서울,강동구,131.30365573352327
2813,201901,건강/의료용품,건강관리용품,40,M,서울,서초구,74.7596434048209
2814,201901,건강/의료용품,건강관리용품,40,M,서울,송파구,85.5544343189233
2832,201901,식품,가공식품,40,all,서울,강남구,120.24852146876387
2846,201901,식품,기호식품,40,F,서울,서초구,119.05058776844244
2847,201901,식품,기호식품,40,F,서울,송파구,111.23115032218605
2854,201901,식품,기호식품,40,all,서울,강동구,107.28547686709518
2859,201901,식품,기호식품,40,all,서울,송파구,117.62565882324736
2865,201901,식품,담배,40,F,서울,송파구,104.019848831118
2867,201901,식품,담배,40,M,서울,강남구,144.89386343052
2879,201901,식품,담배,40,all,서울,강동구,142.59719222462203
2883,201901,식품,담배,40,all,서울,송파구,108.34316261885608
2896,201901,식품,빙과류,40,M,서울,강동구,72.56117180295306
2901,201901,식품,빙과류,40,M,서울,서초구,63.27624274828546
2905,201901,식품,빙과류,40,all,서울,강남구,66.50609367122087
2906,201901,식품,빙과류,40,all,서울,강동구,67.00305425044274
2913,201901,식품,빙과류,40,all,서울,송파구,69.43489390455768
2919,201901,식품,빵류,40,F,서울,송파구,105.15785528693763
2933,201901,식품,빵류,40,all,서울,강동구,132.4450057411347
2936,201901,식품,빵류,40,all,서울,서초구,105.46215054775905
2942,201901,식품,신선식품,40,F,서울,강남구,109.61145251535973
2947,201901,식품,신선식품,40,F,서울,서초구,120.84920079725184
2948,201901,식품,신선식품,40,M,서울,강남구,113.52645967916834
2949,201901,식품,신선식품,40,M,서울,강동구,155.17900058696932
2956,201901,식품,신선식품,40,all,서울,강남구,110.41010089895157
2970,201901,식품,유제품류,40,F,서울,송파구,100.06447069509173
2981,201901,식품,음료,40,F,서울,강동구,87.2517089431315
2983,201901,식품,음료,40,F,서울,서초구,86.99401402133556
2984,201901,식품,음료,40,F,서울,송파구,90.15572909875692
2999,201901,식품,제과류,40,F,서울,강동구,94.64725395478766
3005,201901,식품,제과류,40,M,서울,강남구,90.71923132884692
3028,201901,식품,주류,40,M,서울,송파구,102.60575706014492
3031,201901,식품,주류,40,all,서울,강동구,95.7992926481036
3036,201901,식품,주류,40,all,서울,송파구,102.04720478572052
3077,201901,일용품,애완동물용품,40,all,서울,서초구,85.67085512555424
3083,201901,화장품,바디/헤어용품,40,F,서울,송파구,107.08339821232248
3085,201901,화장품,바디/헤어용품,40,M,서울,강남구,638.6056324084042
3088,201901,화장품,바디/헤어용품,40,M,서울,서초구,393.0880073472093
3089,201901,화장품,바디/헤어용품,40,M,서울,송파구,69.38471804176622
3092,201901,화장품,바디/헤어용품,40,all,서울,강남구,246.5277845612616
3093,201901,화장품,바디/헤어용품,40,all,서울,강동구,127.01070433561024
3109,201901,화장품,뷰티소품,40,M,서울,강동구,166.49718290504327
3132,201901,화장품,화장품,40,all,서울,송파구,92.23351436494127
3134,201901,건강/의료용품,건강관리용품,40,F,서울,강동구,141.6313936148148
3144,201901,건강/의료용품,건강관리용품,40,all,서울,강남구,77.09507460063614
3150,201901,식품,가공식품,40,F,서울,강남구,118.12861393833981
3151,201901,식품,가공식품,40,F,서울,강동구,117.81964958274452
3155,201901,식품,가공식품,40,F,서울,송파구,112.34626181045697
3159,201901,식품,가공식품,40,M,서울,강동구,109.16031439935554
3165,201901,식품,가공식품,40,all,서울,강동구,115.38057359449957
3170,201901,식품,기호식품,40,F,서울,강남구,93.33386464868313
3171,201901,식품,기호식품,40,F,서울,강동구,111.84922785107356
3177,201901,식품,기호식품,40,M,서울,강동구,98.19065285142368
3186,201901,식품,기호식품,40,all,서울,서초구,113.14062815343858
3195,201901,식품,담배,40,M,서울,송파구,113.13512578044487
3197,201901,식품,담배,40,all,서울,강남구,143.75238248057332
3203,201901,식품,빙과류,40,F,서울,강동구,64.57436317264658
3208,201901,식품,빙과류,40,F,서울,송파구,70.36040232811274
3216,201901,식품,빙과류,40,M,서울,송파구,67.24016408623794
3222,201901,식품,빙과류,40,all,서울,서초구,65.9209691439932
3232,201901,식품,빵류,40,F,서울,서초구,106.81978664370972
3236,201901,식품,빵류,40,M,서울,강남구,127.32499418109016
3237,201901,식품,빵류,40,M,서울,강동구,128.59005835641545
3240,201901,식품,빵류,40,M,서울,송파구,111.31567895987871
3250,201901,식품,신선식품,40,F,서울,강동구,145.48409889611798
3254,201901,식품,신선식품,40,M,서울,송파구,128.9164971993083
3261,201901,식품,유제품류,40,F,서울,강남구,101.14890799202496
3262,201901,식품,유제품류,40,F,서울,강동구,103.39164429245984
3279,201901,식품,유제품류,40,all,서울,강동구,112.8646722661864
3303,201901,식품,음료,40,all,서울,서초구,88.17141837843765
3304,201901,식품,음료,40,all,서울,송파구,90.50065308396313
3317,201901,식품,제과류,40,M,서울,송파구,103.34286119521099
3323,201901,식품,제과류,40,all,서울,서초구,112.7069843048342
3329,201901,식품,주류,40,F,서울,강남구,100.36660476756813
3335,201901,식품,주류,40,F,서울,서초구,105.25260537532988
3342,201901,식품,주류,40,M,서울,서초구,125.70284671685482
3346,201901,식품,주류,40,all,서울,강남구,99.83647891592008
3353,201901,일용품,생활용품,40,F,서울,강남구,85.53083250281814
3354,201901,일용품,생활용품,40,F,서울,강동구,97.61155157325459
3359,201901,일용품,생활용품,40,F,서울,서초구,98.05043667322168
3365,201901,일용품,생활용품,40,M,서울,송파구,103.96923166653313
3369,201901,일용품,생활용품,40,all,서울,강남구,88.50507970222034
3372,201901,일용품,애완동물용품,40,F,서울,강동구,146.21015427864518
3375,201901,일용품,애완동물용품,40,F,서울,서초구,79.79732940731532
3377,201901,일용품,애완동물용품,40,F,서울,송파구,79.13981981755947
3379,201901,일용품,애완동물용품,40,M,서울,강동구,20.420483873402052
3383,201901,일용품,애완동물용품,40,M,서울,송파구,83.11145540011894
3385,201901,일용품,애완동물용품,40,all,서울,강남구,93.85867682087247
3389,201901,화장품,기타화장품,40,F,서울,송파구,25.130890052356023
3392,201901,화장품,기타화장품,40,M,서울,송파구,46.153846153846146
3408,201901,화장품,뷰티소품,40,F,서울,강남구,84.11529488269151
3409,201901,화장품,뷰티소품,40,F,서울,서초구,89.7167549340498
3410,201901,화장품,뷰티소품,40,F,서울,송파구,70.08867923782009
3416,201901,화장품,뷰티소품,40,all,서울,강남구,79.7431676591317
3422,201901,화장품,화장품,40,F,서울,강남구,79.35177675001995
3423,201901,화장품,화장품,40,F,서울,강동구,96.39499772453621
3437,201901,화장품,화장품,40,all,서울,강동구,92.14896676933851
3442,201901,화장품,화장품,40,all,서울,서초구,100.04209548879234
3446,201901,건강/의료용품,건강관리용품,40,F,서울,강남구,54.167671021549424
3465,201901,건강/의료용품,건강관리용품,40,all,서울,강동구,136.9432756493404
3469,201901,건강/의료용품,건강관리용품,40,all,서울,송파구,81.28662544581205
3479,201901,식품,가공식품,40,M,서울,서초구,114.23524883858047
3489,201901,식품,가공식품,40,all,서울,서초구,112.14229496163871
3500,201901,식품,기호식품,40,M,서울,강남구,90.14447573763384
3504,201901,식품,기호식품,40,M,서울,송파구,134.57357876386988
3534,201901,식품,담배,40,all,서울,서초구,135.25589493452796
3540,201901,식품,빙과류,40,F,서울,서초구,67.08693209208461
3564,201901,식품,빵류,40,all,서울,송파구,106.89575803324018
3568,201901,식품,신선식품,40,F,서울,송파구,114.3735374808424
3577,201901,식품,신선식품,40,M,서울,서초구,144.09039752454922
3579,201901,식품,신선식품,40,all,서울,강동구,147.56632392242545
3583,201901,식품,신선식품,40,all,서울,서초구,126.70278796647837
3584,201901,식품,신선식품,40,all,서울,송파구,118.14662384038805
3589,201901,식품,유제품류,40,F,서울,서초구,106.60908262166626
3594,201901,식품,유제품류,40,M,서울,강동구,134.18637926340335
3598,201901,식품,유제품류,40,M,서울,서초구,108.1300610823809
3600,201901,식품,유제품류,40,M,서울,송파구,98.72493392044252
3602,201901,식품,유제품류,40,all,서울,강남구,101.7558403302107
3608,201901,식품,음료,40,F,서울,강남구,84.55914419879886
3613,201901,식품,음료,40,M,서울,강동구,109.21140098001592
3617,201901,식품,음료,40,M,서울,서초구,90.18372338966884
3618,201901,식품,음료,40,M,서울,송파구,91.25525984406865
3630,201901,식품,제과류,40,M,서울,서초구,148.06354955084916
3635,201901,식품,제과류,40,all,서울,강남구,96.41918204239914
3639,201901,식품,제과류,40,all,서울,송파구,99.06979420528351
3641,201901,식품,주류,40,F,서울,강동구,85.55231529295861
3646,201901,식품,주류,40,M,서울,강남구,98.69360868582596
3647,201901,식품,주류,40,M,서울,강동구,110.38876588588684
3653,201901,식품,주류,40,all,서울,서초구,112.25497428110359
3658,201901,일용품,생활용품,40,M,서울,강남구,100.32034633702084
3659,201901,일용품,생활용품,40,M,서울,강동구,107.12522274827928
3663,201901,일용품,생활용품,40,M,서울,서초구,100.45903281944969
3669,201901,일용품,생활용품,40,all,서울,송파구,99.7296277935379
3677,201901,일용품,애완동물용품,40,M,서울,서초구,103.85355546003706
3680,201901,일용품,애완동물용품,40,all,서울,강동구,112.09387001998607
3686,201901,일용품,애완동물용품,40,all,서울,송파구,80.06339325259933
3688,201901,화장품,기타화장품,40,all,서울,송파구,27.649769585253463
3701,201901,화장품,바디/헤어용품,40,all,서울,송파구,90.61427428445525
3711,201901,화장품,뷰티소품,40,M,서울,강남구,63.06377319712265
3715,201901,화장품,뷰티소품,40,all,서울,강동구,116.48446701772974
3722,201901,화장품,화장품,40,F,서울,서초구,102.37774859630034
3724,201901,화장품,화장품,40,F,서울,송파구,104.31552192791716
3732,201901,화장품,화장품,40,M,서울,서초구,98.79938263976736
3734,201901,화장품,화장품,40,M,서울,송파구,74.04151122644296
3761,201901,건강/의료용품,건강관리용품,50,all,서울,서초구,68.04073590789649
3763,201901,건강/의료용품,건강관리용품,50,all,서울,송파구,81.17118977929361
3774,201901,식품,가공식품,50,M,서울,강동구,87.0034518637147
3784,201901,식품,가공식품,50,all,서울,서초구,122.23471445129844
3787,201901,식품,기호식품,50,F,서울,서초구,232.05420308707104
3790,201901,식품,기호식품,50,M,서울,강남구,96.89880747730948
3791,201901,식품,기호식품,50,M,서울,강동구,125.55135650572932
3798,201901,식품,기호식품,50,M,서울,서초구,122.3801718632104
3801,201901,식품,기호식품,50,all,서울,강동구,132.9685330345773
3806,201901,식품,기호식품,50,all,서울,송파구,180.5751896782785
3809,201901,식품,담배,50,F,서울,강남구,121.75028304557031
3810,201901,식품,담배,50,F,서울,강동구,112.38201619659313
3831,201901,식품,빙과류,50,F,서울,강남구,67.61419898052313
3843,201901,식품,빙과류,50,all,서울,강남구,67.0930692984117
3857,201901,식품,빵류,50,all,서울,송파구,110.39771561051607
3863,201901,식품,신선식품,50,F,서울,송파구,112.86835732377924
3871,201901,식품,신선식품,50,all,서울,강동구,111.3240572916863
3878,201901,식품,유제품류,50,F,서울,강남구,94.35151113565443
3888,201901,식품,유제품류,50,all,서울,강동구,96.55501988808668
3891,201901,식품,유제품류,50,all,서울,서초구,100.33846956318415
3897,201901,식품,음료,50,F,서울,강남구,80.64337393282217
3900,201901,식품,음료,50,F,서울,서초구,86.77286525672736
3901,201901,식품,음료,50,F,서울,송파구,92.2528590164048
3903,201901,식품,음료,50,M,서울,강동구,92.94334499919836
3906,201901,식품,음료,50,M,서울,송파구,86.20686248570003
3922,201901,식품,제과류,50,F,서울,송파구,95.89052219974845
3923,201901,식품,제과류,50,M,서울,강동구,41.713435418381295
3935,201901,식품,제과류,50,all,서울,강남구,86.10397212649949
3936,201901,식품,제과류,50,all,서울,강동구,50.8377077466697
